CO2(ppm)
1990, 349.849
1991, 351.454
1992, 353.357
1993, 354.264
1994, 355.135
1995,357.552
1996,359.562
1997,360.43
1998,362.166
1999,365.133
2000,366.689
2001,367.649
2002,369.469
2003,371.675
2004,373.662
2005,375.467
2006,377.962
2007,379.48
2008,381.768
2009,383.949
2010,385.073
2011,387.012
2012,388.809
2013,391.157
2014,393.623
2015,395.777
2016,398.698
2017,401.161
2018,403.75
2019,405.74
2020,408.269
2021,410.549
